id,transaction_no,purchase_date,buyer_id,payment_type,supplier,total_amount,status,notes,created_at,updated_at,receipt_url,receiver_id,is_confirmed,confirmed_at,receipt_urls,payment_card_id
b55bd5b7-88bf-45d1-9fe7-8a07cde911f2,DHB-250918-0536-MMDDJ601,2025-09-18,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,"",1666000.00,completed,[다희구매리스트] 브랜드: 무신사,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
830c5bf9-b1f4-4165-908f-f3d09550cec3,DHB-250916-0533-FQ8901-259,2025-09-16,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,세종,0.00,completed,[다희구매리스트] 브랜드: 나이키,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
2437c080-4117-4161-ada0-bffeb3828215,DHB-250916-0532-FQ8901-259,2025-09-16,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,구리,3816000.00,completed,[다희구매리스트] 브랜드: 나이키,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
4491f2de-0449-4756-9a64-2ffea0d6ca55,DHB-250914-0529-HQ1801,2025-09-14,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,여주,8616720.00,completed,[다희구매리스트] 브랜드: 아디다스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
0d8622fa-419d-47ca-9084-d2073fbfba2b,DHB-250914-0527-JD2603,2025-09-14,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,파주신세계,1521700.00,completed,[다희구매리스트] 브랜드: 아디다스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
1cb48ddf-786d-4598-948c-0a16f8af0024,DHB-250914-0528-JF2591,2025-09-14,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,파주신세계,1644400.00,completed,[다희구매리스트] 브랜드: 아디다스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
912a086b-98db-42b9-8d9d-77165580104b,DHB-250914-0526-JH2591,2025-09-14,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,여주,1924188.00,completed,[다희구매리스트] 브랜드: 아디다스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
97c7b212-e555-4af0-98ee-b50e339f047b,DHB-250914-0530-HQ1802,2025-09-14,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,여주,8616720.00,completed,[다희구매리스트] 브랜드: 아디다스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
9a59c7c0-4f68-4e0e-869d-1c5e98c3630a,DHB-250914-0531-JS1194,2025-09-14,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,기흥,35085700.00,completed,[다희구매리스트] 브랜드: 아디다스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
5cc4f1ba-1b5b-45a4-b7d6-c1f461ea1ff6,DHB-250912-0523-NJ3NR54J,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,"",0.00,completed,[다희구매리스트] 브랜드: 노스페이스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
754ebb74-b6a2-4136-adb7-ae5b44f4920e,DHB-250912-0522-NJ1DR96B,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,"",0.00,completed,[다희구매리스트] 브랜드: 노스페이스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
96ce3f3e-0d4d-4dbe-9f7c-462c6f8ecd6f,DHB-250912-0524-HQ8487-300,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,"",0.00,completed,[다희구매리스트] 브랜드: 노스페이스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
96f13640-cd1b-462f-a779-8838943ade62,DHB-250912-0517-스쿼미시M_7411 F,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,"",0.00,completed,[다희구매리스트] 브랜드: 아크테릭스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
2fc63d6e-2338-4152-af5d-7d1d8771bfe4,DHB-250912-0514-카키,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,시티레저,545000.00,completed,[다희구매리스트] 브랜드: 무신사,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
6273530e-8994-4b09-a0e0-7d1e76d00910,DHB-250912-0513-브라운,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,시티레저,545000.00,completed,[다희구매리스트] 브랜드: 무신사,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
fcbd2001-2a55-4f5e-8bfc-bc71f83499be,DHB-250912-0518-스쿼미시M_7411 BK,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,"",0.00,completed,[다희구매리스트] 브랜드: 아크테릭스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
3fdae5d5-b3da-49f6-b938-fef8780cd0eb,DHB-250912-0525-HQ8487-001,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,"",0.00,completed,[다희구매리스트] 브랜드: 노스페이스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
66e7d772-8df0-4e77-bef4-fca427057b7a,DHB-250912-0512-스카이블루,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,시티레저,436000.00,completed,[다희구매리스트] 브랜드: 무신사,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
6f49904e-07fd-465d-9ec0-5b3862c5773f,DHB-250912-0520-NR3NR54L,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,"",0.00,completed,[다희구매리스트] 브랜드: 노스페이스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
503e2f3f-9b8d-4775-93e6-85a9a52ad3e5,DHB-250912-0515-블랙,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,시티레저,545000.00,completed,[다희구매리스트] 브랜드: 무신사,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
4ff021bf-0ccf-4465-ae64-77be2c793c0c,DHB-250912-0521-NJ3NR54K,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,"",0.00,completed,[다희구매리스트] 브랜드: 노스페이스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
ba56d043-2b0e-4e5f-b3dc-ac0f5807f4d2,DHB-250912-0519-NJ3NR56J,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,"",0.00,completed,[다희구매리스트] 브랜드: 노스페이스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
0f9e1e1a-bd7a-4482-970b-07bac98332c8,DHB-250912-0516-스쿼미시W_6946,2025-09-12,5967fb39-fa27-4b28-b204-7f0c092d2ab3,personal_card_dahee,"",0.00,completed,[다희구매리스트] 브랜드: 아크테릭스,2026-01-12 07:43:48.54703+00,2026-01-12 17:33:33.222977+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:17:27.715491,[],
e8062cbf-c9f4-4715-94a3-efa62ca3711b,INSC-250908-0361-NJ3NR54K,2025-09-08,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,신세계강남,196200.00,completed,[인서카드구매리스트] 브랜드: 노스페이스,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
fc258656-d5f2-4d21-b29f-4eaecb59dc90,INSC-250908-0356-MMDDJ601-CY,2025-09-08,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,송도현대,725600.00,completed,[인서카드구매리스트] 브랜드: 무신사,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
d1982bf4-2425-4359-8c67-fb5813951875,INSC-250908-0359-MMDDJ601-BR,2025-09-08,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,송도현대,453500.00,completed,[인서카드구매리스트] 브랜드: 무신사,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
55f158b7-d29c-414c-bd6e-bee76244aaef,INSC-250908-0351-HQ8487-100,2025-09-08,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,슈프림 도산,338000.00,completed,[인서카드구매리스트] 브랜드: 슈프림,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
2120ea38-8695-4a86-a0b4-26d0263bad2b,INSC-250908-0350-HQ8487-300,2025-09-08,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,슈프림 도산,507000.00,completed,[인서카드구매리스트] 브랜드: 슈프림,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
9642cb0f-113a-4ffb-81ba-0b7191e40671,INSC-250908-0349-HQ8487-001,2025-09-08,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,슈프림 도산,2704000.00,completed,[인서카드구매리스트] 브랜드: 슈프림,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
7ce460ff-aa45-4da6-9433-2bf5da9ed01d,INSC-250908-0360-NJ3NR56L,2025-09-08,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,구리롯데,392400.00,completed,[인서카드구매리스트] 브랜드: 노스페이스,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
525dd3a8-6acc-4b97-904b-94c926bf6622,INSC-250908-0358-MMDDJ601-KH,2025-09-08,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,송도현대,453500.00,completed,[인서카드구매리스트] 브랜드: 무신사,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
c133f6af-315c-4f48-992f-cd3892cc8fe7,INSC-250908-0357-MMDDJ601-BK,2025-09-08,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,송도현대,453500.00,completed,[인서카드구매리스트] 브랜드: 무신사,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
18568b63-2034-4eb6-bec2-929c1ce6af23,INSC-250908-0363-9829 헬리아드15 룬,2025-09-08,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,송도현대아울렛,1170000.00,completed,[인서카드구매리스트] 브랜드: 아크테릭스,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
0efe5264-1a77-4e45-8c26-8d01fb7de499,INSC-250908-0362-NJ3NR54L,2025-09-08,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,중동현대백,207100.00,completed,[인서카드구매리스트] 브랜드: 노스페이스,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
5cd19c98-3908-4daa-ae74-c4499d0ae5d8,INSC-250904-0352-MMDDJ601-CY,2025-09-04,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,"강남,성수,중동현백",741128.00,completed,[인서카드구매리스트] 브랜드: 무신사,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
0fcce8cb-e80d-434d-a5af-e15bca21662c,INSC-250904-0355-MMDDJ601-BR,2025-09-04,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,"강남,성수,중동현백",370564.00,completed,[인서카드구매리스트] 브랜드: 무신사,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
805c641a-4fe0-460f-839f-5b1701e38e91,INSC-250904-0354-MMDDJ601-KH,2025-09-04,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,"강남,성수,중동현백",277923.00,completed,[인서카드구매리스트] 브랜드: 무신사,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
84df116e-931b-49f6-a922-53bad55aa5b4,INSC-250904-0353-MMDDJ601-BK,2025-09-04,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,"강남,성수,중동현백",555846.00,completed,[인서카드구매리스트] 브랜드: 무신사,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
bb92b7f4-87a9-49ac-8709-e895ba41d394,INSC-250904-0347-NJ3NR56K,2025-09-04,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,잠실롯데,196200.00,completed,[인서카드구매리스트] 브랜드: 노스페이스,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
5920e0ed-53ac-47f6-9329-b2a8af3f9735,INSC-250904-0346-NJ3NR54K,2025-09-04,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,잠실롯데,392400.00,completed,[인서카드구매리스트] 브랜드: 노스페이스,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
e9fb73c8-5da9-4214-b0b4-fe7f8226104b,INSC-250904-0345-NJ3NR54J,2025-09-04,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,잠실롯데,588600.00,completed,[인서카드구매리스트] 브랜드: 노스페이스,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
012ffe40-f9f4-45b2-9d1f-1caa9134ebcb,INSC-250904-0344-NJ3NR56J,2025-09-04,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,잠실롯데,784800.00,completed,[인서카드구매리스트] 브랜드: 노스페이스,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
67fda967-c9a1-47ef-8c13-c8ba9563f5b8,INSC-250904-0343-MMDDJ601-BR,2025-09-04,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,송도현대,181240.00,completed,[인서카드구매리스트] 브랜드: 무신사,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
434d4170-d894-4e14-b6d3-6b9758cf5fa7,INSC-250904-0342-MMDDJ601-KH,2025-09-04,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,송도현대,181240.00,completed,[인서카드구매리스트] 브랜드: 무신사,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
606314be-27e0-47f0-822e-af138276cf48,INSC-250904-0341-MMDDJ601-BK,2025-09-04,942fc6ec-4459-459c-9abb-2c11dc911dda,personal_card_inser,송도현대,181240.00,completed,[인서카드구매리스트] 브랜드: 무신사,2026-01-12 07:31:33.73505+00,2026-01-12 07:39:10.091512+00,,282eb623-eb61-4e89-bc18-0b112bb54d68,t,2026-01-12 16:12:32.057205,[],
